,Age,Gender,Level of Education,University,Entrepreneurial Inclination,EI1,EI2,EI3,EI4,EI5,EE1,EE2,EE3,EE4,EE5,EM1,EM2,EM3,EM4,EM5,GSP1,GSP2,GSP3,PCS1,PCS2,PCS3,PCS4,PCS5,Fin1,Fin2,Fin3,Fin4,Fin5,FoF1,FoF2,Target
0,1.0,1.0,1,1.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,6.0,6.0,6.0,5.0,6.0,5.0,7.0,7.0,5.0,7.0,7.0,6.0,4.0,6.0,5.0,6.0,6.0,4.0,6.0,7.0,7.0,6.0,6
1,2.0,1.0,1,1.0,2.0,7.0,7.0,7.0,7.0,7.0,5.0,4.0,7.0,5.0,7.0,5.0,7.0,5.0,6.0,7.0,5.0,6.0,6.0,5.0,6.0,6.0,3.0,4.0,6.0,5.0,5.0,5.0,7.0,5.0,4.0,5
2,2.0,1.0,2,3.0,2.0,7.0,7.0,7.0,7.0,7.0,6.0,5.0,5.0,4.0,5.0,7.0,7.0,6.0,7.0,7.0,6.0,6.0,7.0,7.0,6.0,5.0,7.0,5.0,3.0,2.0,1.0,3.0,3.0,6.0,7.0,7
3,2.0,1.0,2,2.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,6.0,5.0,7.0,3.0,5.0,4.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,4.0,5
4,2.0,1.0,2,3.0,1.0,5.0,4.0,7.0,7.0,6.0,5.0,6.0,5.0,4.0,7.0,6.0,7.0,7.0,6.0,7.0,3.0,5.0,7.0,4.0,4.0,4.0,3.0,5.0,2.0,3.0,3.0,4.0,1.0,3.0,4.0,1
5,2.0,1.0,2,3.0,1.0,5.0,4.0,7.0,7.0,6.0,5.0,6.0,5.0,4.0,7.0,6.0,7.0,7.0,6.0,7.0,3.0,5.0,7.0,4.0,4.0,4.0,3.0,5.0,2.0,3.0,3.0,4.0,1.0,3.0,4.0,1
6,2.0,1.0,2,3.0,2.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,3.0,4.0,3
7,2.0,1.0,2,2.0,1.0,5.0,1.0,4.0,1.0,2.0,6.0,6.0,6.0,6.0,5.0,3.0,2.0,3.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,6.0,5
8,2.0,2.0,2,3.0,2.0,7.0,6.0,6.0,7.0,6.0,5.0,5.0,5.0,5.0,5.0,7.0,6.0,6.0,6.0,6.0,4.0,5.0,5.0,5.0,5.0,6.0,5.0,6.0,4.0,5.0,5.0,5.0,4.0,6.0,4.0,4
9,2.0,1.0,2,1.0,1.0,4.0,4.0,2.0,5.0,5.0,3.0,4.0,4.0,5.0,3.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,5.0,6.0,5.0,4.0,4.0,5.0,5
10,1.0,1.0,2,3.0,2.0,1.0,4.0,4.0,7.0,7.0,5.0,5.0,4.0,7.0,1.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,4.0,1.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5
11,2.0,1.0,2,3.0,2.0,5.0,6.0,6.0,6.0,7.0,7.0,7.0,5.0,7.0,7.0,6.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,6.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,7
12,1.0,1.0,1,3.0,2.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,6.0,6.0,5.0,6.0,7.0,6.0,7.0,7.0,4.0,5.0,5.0,6.0,5.0,6.0,6.0,6.0,4.0,5.0,6.0,5.0,5.0,3.0,1.0,2
13,1.0,1.0,1,3.0,1.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,6.0,6.0,5.0,6.0,7.0,6.0,7.0,7.0,4.0,5.0,5.0,6.0,5.0,6.0,6.0,6.0,4.0,5.0,6.0,5.0,5.0,3.0,1.0,2
14,1.0,1.0,1,3.0,2.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,6.0,6.0,5.0,6.0,7.0,6.0,7.0,7.0,4.0,5.0,5.0,6.0,5.0,6.0,6.0,6.0,4.0,5.0,6.0,5.0,5.0,3.0,1.0,2
15,2.0,1.0,2,1.0,1.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,5.0,5.0,4.0,5.0,5.0,7.0,2.0,3.0,3.0,4.0,6.0,5.0,4
16,2.0,2.0,2,1.0,2.0,6.0,5.0,2.0,3.0,3.0,5.0,6.0,7.0,7.0,6.0,6.0,6.0,7.0,7.0,6.0,7.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,6.0,6.0,6.0,4.0,4
17,2.0,1.0,2,2.0,1.0,7.0,6.0,7.0,7.0,6.0,5.0,5.0,4.0,3.0,3.0,6.0,6.0,7.0,6.0,6.0,3.0,3.0,3.0,4.0,4.0,6.0,6.0,6.0,5.0,6.0,6.0,5.0,5.0,2.0,1.0,1
18,2.0,1.0,2,2.0,2.0,6.0,5.0,5.0,6.0,7.0,5.0,5.0,6.0,6.0,6.0,5.0,6.0,5.0,6.0,6.0,6.0,5.0,5.0,5.0,6.0,6.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,5.0,6
19,2.0,2.0,1,1.0,2.0,6.0,5.0,5.0,4.0,6.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,5.0,5.0,5
20,2.0,1.0,2,3.0,2.0,5.0,2.0,5.0,7.0,7.0,6.0,6.0,4.0,7.0,5.0,6.0,7.0,7.0,7.0,7.0,5.0,4.0,6.0,6.0,6.0,7.0,6.0,3.0,4.0,7.0,4.0,5.0,6.0,6.0,6.0,5
21,2.0,1.0,1,3.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,3.0,3.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,1.0,2.0,2
22,1.0,1.0,2,3.0,2.0,7.0,6.0,4.0,5.0,4.0,6.0,5.0,5.0,5.0,3.0,6.0,5.0,7.0,3.0,5.0,4.0,6.0,5.0,6.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,6.0,5.0,6
23,1.0,1.0,2,3.0,1.0,5.0,5.0,7.0,7.0,5.0,6.0,5.0,4.0,3.0,7.0,6.0,5.0,6.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,4.0,6.0,7.0,6.0,2.0,6.0,6.0,5.0,5.0,5
24,2.0,1.0,2,3.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,7.0,7.0,5.0,7.0,7.0,7.0,4.0,4.0,7.0,1.0,2.0,5.0,3.0,3.0,1.0,7.0,4.0,3
25,2.0,1.0,2,3.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7
26,3.0,2.0,2,1.0,1.0,5.0,5.0,5.0,6.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,6.0,5.0,5.0,4.0,5.0,5.0,5.0,6.0,4.0,5.0,5.0,6.0,5.0,5.0,5.0,4.0,3.0,3.0,4
27,2.0,1.0,2,1.0,2.0,3.0,1.0,2.0,1.0,1.0,7.0,7.0,6.0,6.0,7.0,2.0,3.0,2.0,3.0,4.0,6.0,2.0,5.0,3.0,5.0,1.0,1.0,3.0,3.0,7.0,2.0,5.0,4.0,2.0,1.0,2
28,3.0,2.0,2,2.0,2.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,3.0,7.0,5.0,5.0,5.0,5.0,4.0,7.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,6.0,2.0,4
29,1.0,1.0,2,2.0,2.0,4.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,2.0,1.0,3.0,5.0,2.0,3.0,2.0,1.0,1.0,1.0,4.0,4.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,5
30,1.0,1.0,1,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,6.0,5.0,7.0,5.0,7.0,7.0,6.0,7.0,5.0,5.0,6.0,6.0,5.0,7.0,7.0,7.0,6.0,7.0,6.0,6.0,7.0,7.0,7
31,1.0,2.0,1,2.0,2.0,4.0,1.0,1.0,1.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,4
32,2.0,1.0,2,2.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0,4.0,2.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,6.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4
33,2.0,2.0,2,2.0,2.0,6.0,5.0,7.0,7.0,7.0,3.0,4.0,2.0,3.0,2.0,6.0,7.0,5.0,6.0,7.0,2.0,5.0,5.0,3.0,3.0,3.0,5.0,5.0,5.0,4.0,6.0,4.0,4.0,5.0,4.0,5
34,3.0,2.0,2,1.0,2.0,2.0,2.0,2.0,2.0,3.0,6.0,6.0,5.0,6.0,6.0,3.0,2.0,7.0,3.0,3.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,6
35,3.0,2.0,2,1.0,2.0,2.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,6.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,4.0,4.0,5.0,4.0,3.0,5.0,4.0,4
36,2.0,2.0,2,1.0,2.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,4.0,4.0,6.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4
37,2.0,1.0,1,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,4.0,4.0,4.0,4.0,7.0,4.0,4.0,7.0,7.0,7.0,1.0,1.0,1
38,1.0,1.0,1,3.0,2.0,7.0,7.0,7.0,7.0,7.0,4.0,4.0,4.0,5.0,5.0,6.0,6.0,6.0,6.0,7.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,6.0,6.0,6
39,3.0,1.0,2,1.0,2.0,6.0,7.0,7.0,6.0,7.0,5.0,5.0,4.0,5.0,3.0,7.0,7.0,5.0,4.0,7.0,3.0,1.0,5.0,1.0,2.0,4.0,5.0,4.0,1.0,1.0,2.0,4.0,7.0,5.0,3.0,2
40,2.0,1.0,2,1.0,2.0,5.0,4.0,5.0,6.0,7.0,5.0,3.0,5.0,5.0,6.0,5.0,5.0,5.0,4.0,6.0,5.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,6.0,4.0,4.0,4.0,4.0,4.0,5.0,5
41,2.0,2.0,2,2.0,2.0,5.0,2.0,2.0,2.0,6.0,4.0,4.0,6.0,6.0,7.0,5.0,5.0,6.0,6.0,6.0,4.0,5.0,6.0,5.0,6.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,3
42,3.0,1.0,2,2.0,1.0,7.0,7.0,7.0,7.0,7.0,5.0,6.0,6.0,5.0,6.0,7.0,7.0,7.0,5.0,7.0,4.0,3.0,3.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,5.0,3.0,4.0,4.0,2.0,3
43,3.0,2.0,1,1.0,2.0,7.0,6.0,7.0,7.0,6.0,4.0,4.0,5.0,7.0,6.0,5.0,6.0,5.0,7.0,7.0,5.0,5.0,4.0,5.0,6.0,6.0,5.0,5.0,3.0,6.0,3.0,4.0,4.0,4.0,4.0,5
44,2.0,2.0,2,1.0,1.0,6.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0,7.0,5.0,7.0,7.0,7.0,4.0,5.0,6.0,7.0,5.0,5.0,6.0,6.0,3.0,3.0,3.0,3.0,3.0,5.0,2.0,1
45,3.0,2.0,2,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,4.0,7.0,7.0,7.0,1.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,7.0,7.0,7
46,3.0,1.0,2,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6
47,3.0,1.0,2,1.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6
48,2.0,1.0,2,3.0,2.0,6.0,7.0,7.0,6.0,7.0,5.0,5.0,3.0,4.0,4.0,6.0,5.0,6.0,6.0,7.0,3.0,3.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,3
49,2.0,2.0,2,1.0,2.0,5.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,5.0,3.0,6.0,5.0,3.0,3.0,5.0,5.0,4.0,3.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,6.0,6.0,6
50,3.0,1.0,2,1.0,2.0,7.0,7.0,6.0,6.0,7.0,5.0,5.0,5.0,4.0,3.0,6.0,6.0,6.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,5.0,4.0,3.0,3.0,2.0,2
51,3.0,1.0,2,1.0,2.0,3.0,3.0,4.0,3.0,3.0,6.0,6.0,6.0,6.0,7.0,5.0,4.0,4.0,5.0,4.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,5.0,3
52,2.0,2.0,2,1.0,2.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,6.0,4.0,2.0,3.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,7.0,5.0,5
53,3.0,1.0,2,1.0,1.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,4.0,4.0,4.0,7.0,7.0,4.0,7.0,7.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,5.0,1.0,4.0,5.0,5.0,6
54,2.0,2.0,2,1.0,1.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,5.0,6.0,6.0,7.0,6.0,6.0,7.0,6.0,5.0,5.0,6.0,5.0,5.0,5.0,6.0,5.0,4.0,4.0,4.0,3.0,4.0,6.0,3.0,3
55,2.0,1.0,2,1.0,2.0,6.0,5.0,5.0,5.0,6.0,4.0,5.0,5.0,5.0,5.0,4.0,6.0,6.0,6.0,6.0,4.0,5.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,2.0,2.0,2
56,2.0,2.0,2,1.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,7.0,7.0,6.0,2.0,3.0,3.0,3.0,4.0,2.0,5.0,6.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,6.0,6.0,6.0,7.0,6.0,6
57,2.0,1.0,2,1.0,2.0,4.0,3.0,2.0,4.0,6.0,4.0,3.0,3.0,3.0,3.0,4.0,6.0,3.0,4.0,6.0,4.0,4.0,4.0,4.0,4.0,6.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,5.0,4.0,5
58,2.0,1.0,2,2.0,2.0,7.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,7.0,7.0,7.0,7.0,7.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,6.0,5.0,6.0,5.0,5.0,5.0,7.0,7.0,7
59,2.0,2.0,2,2.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1
60,2.0,2.0,1,1.0,2.0,5.0,1.0,1.0,5.0,4.0,5.0,6.0,4.0,4.0,2.0,4.0,4.0,7.0,7.0,5.0,2.0,2.0,3.0,5.0,5.0,6.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,7.0,6.0,5
61,3.0,1.0,2,1.0,1.0,5.0,7.0,7.0,7.0,7.0,5.0,6.0,4.0,5.0,5.0,5.0,3.0,4.0,4.0,4.0,3.0,2.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,3.0,4.0,5.0,4.0,5.0,6
62,1.0,1.0,1,2.0,1.0,5.0,3.0,7.0,7.0,6.0,6.0,4.0,6.0,6.0,5.0,5.0,5.0,5.0,4.0,6.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,2.0,1.0,1
63,1.0,2.0,1,2.0,1.0,7.0,6.0,6.0,6.0,7.0,4.0,5.0,4.0,4.0,5.0,7.0,7.0,7.0,7.0,7.0,4.0,3.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,5.0,7.0,6.0,6.0,5.0,1.0,2
64,1.0,2.0,1,2.0,2.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,7.0,7.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,6.0,5
65,1.0,2.0,1,2.0,1.0,7.0,7.0,7.0,7.0,7.0,6.0,5.0,6.0,3.0,6.0,6.0,7.0,7.0,7.0,7.0,4.0,4.0,4.0,6.0,3.0,7.0,4.0,4.0,3.0,1.0,1.0,5.0,4.0,4.0,2.0,3
66,1.0,1.0,1,2.0,1.0,6.0,6.0,4.0,4.0,6.0,6.0,5.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,7.0,7.0,7
67,1.0,1.0,1,2.0,1.0,6.0,7.0,6.0,7.0,6.0,4.0,4.0,5.0,4.0,4.0,6.0,6.0,6.0,6.0,7.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,2.0,3.0,2
68,2.0,2.0,1,2.0,1.0,6.0,4.0,4.0,4.0,3.0,5.0,4.0,5.0,4.0,4.0,5.0,6.0,3.0,6.0,7.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,2.0,6.0,6.0,5
69,1.0,1.0,1,2.0,2.0,7.0,7.0,7.0,7.0,7.0,5.0,6.0,5.0,6.0,5.0,7.0,7.0,6.0,7.0,7.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,6.0,5.0,5.0,4.0,3.0,3
70,1.0,1.0,1,2.0,2.0,4.0,5.0,5.0,6.0,4.0,4.0,5.0,4.0,5.0,4.0,3.0,4.0,5.0,3.0,5.0,4.0,6.0,5.0,6.0,4.0,3.0,4.0,3.0,7.0,3.0,4.0,6.0,6.0,3.0,5.0,4
71,1.0,1.0,1,2.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4
72,1.0,2.0,1,2.0,1.0,7.0,7.0,7.0,5.0,5.0,3.0,3.0,4.0,3.0,6.0,4.0,5.0,5.0,6.0,7.0,3.0,5.0,6.0,4.0,5.0,5.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,7.0,6.0,5
73,1.0,1.0,1,3.0,2.0,4.0,5.0,5.0,7.0,7.0,7.0,7.0,5.0,4.0,4.0,7.0,7.0,7.0,4.0,7.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,6.0,5
74,1.0,1.0,1,2.0,1.0,3.0,5.0,3.0,6.0,4.0,7.0,5.0,5.0,5.0,6.0,5.0,4.0,7.0,5.0,7.0,5.0,6.0,5.0,5.0,3.0,5.0,6.0,4.0,5.0,5.0,4.0,7.0,5.0,6.0,5.0,6
75,1.0,1.0,1,2.0,1.0,7.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4
76,1.0,1.0,1,2.0,2.0,7.0,7.0,7.0,7.0,7.0,5.0,4.0,6.0,6.0,6.0,7.0,7.0,5.0,7.0,7.0,5.0,4.0,6.0,6.0,4.0,4.0,4.0,4.0,6.0,4.0,7.0,5.0,7.0,6.0,6.0,7
77,1.0,1.0,1,2.0,2.0,7.0,5.0,5.0,5.0,6.0,5.0,5.0,6.0,6.0,6.0,5.0,4.0,5.0,6.0,5.0,4.0,4.0,4.0,5.0,6.0,7.0,6.0,7.0,6.0,6.0,6.0,6.0,7.0,5.0,6.0,6
78,2.0,2.0,2,2.0,1.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,4.0,4.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,4.0,7.0,3.0,2.0,2
79,2.0,1.0,1,2.0,2.0,4.0,5.0,7.0,7.0,7.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,5.0,6.0,5.0,1.0,5.0,4.0,7.0,4.0,7.0,5.0,7.0,2.0,3.0,4.0,3.0,5.0,6.0,6.0,5
80,1.0,1.0,1,2.0,1.0,4.0,4.0,5.0,7.0,6.0,5.0,5.0,2.0,5.0,5.0,6.0,4.0,1.0,1.0,7.0,3.0,4.0,4.0,5.0,3.0,7.0,7.0,2.0,6.0,5.0,4.0,4.0,4.0,4.0,4.0,4
